Date,Stream,Reach,Position,Corr_Pos,Bankfull_Width,Wetted_Width,Year,Cascade,Fork
8/5/2025,Paradise,Upper,500,1250,1.51,1.2,2025,0,0
8/5/2025,Paradise,Upper,490,1240,3.25,1.12,2025,0,0
8/5/2025,Paradise,Upper,480,1230,2.87,1.16,2025,0,0
8/5/2025,Paradise,Upper,470,1220,3.81,2.05,2025,0,0
8/5/2025,Paradise,Upper,460,1210,3.2,0.99,2025,0,0
8/5/2025,Paradise,Upper,450,1200,2.55,1.66,2025,0,0
8/5/2025,Paradise,Upper,440,1190,2.02,2.02,2025,0,0
8/5/2025,Paradise,Upper,430,1180,2.54,2.09,2025,0,0
8/5/2025,Paradise,Upper,420,1170,2.52,0.4,2025,0,0
8/5/2025,Paradise,Upper,410,1160,2.65,0.78,2025,0,0
8/5/2025,Paradise,Upper,400,1150,2.91,1.16,2025,0,0
8/5/2025,Paradise,Upper,390,1140,2.16,0.49,2025,0,0
8/5/2025,Paradise,Upper,380,1130,2.16,1.51,2025,0,0
8/5/2025,Paradise,Upper,370,1120,2.39,1.34,2025,0,0
8/5/2025,Paradise,Upper,360,1110,2.59,1.35,2025,0,0
8/5/2025,Paradise,Upper,350,1100,3.76,3.02,2025,0,0
8/5/2025,Paradise,Upper,340,1090,3.86,1.2,2025,0,0
8/5/2025,Paradise,Upper,330,1080,3.17,1.78,2025,0,0
8/5/2025,Paradise,Upper,320,1070,2.48,1.13,2025,0,0
8/5/2025,Paradise,Upper,310,1060,3.12,1.45,2025,0,0
8/5/2025,Paradise,Upper,300,1050,1.48,0.51,2025,0,0
8/5/2025,Paradise,Upper,290,1040,2.11,1.42,2025,0,0
8/5/2025,Paradise,Upper,280,1030,2.49,0.83,2025,1,0
8/5/2025,Paradise,Upper,270,1020,2.9,0.59,2025,1,0
8/5/2025,Paradise,Upper,260,1010,1.24,0.62,2025,1,0
8/5/2025,Paradise,Upper,250,1000,4.81,2.45,2025,0,1
8/5/2025,Paradise,Upper,240,990,1.57,1.57,2025,0,1
8/5/2025,Paradise,Upper,230,980,3.42,2.52,2025,0,1
8/5/2025,Paradise,Upper,220,970,2.5,1.86,2025,1,1
8/5/2025,Paradise,Upper,210,960,1.33,0.26,2025,0,0
8/5/2025,Paradise,Upper,200,950,2.03,2.03,2025,0,0
8/5/2025,Paradise,Upper,190,940,1.87,1.87,2025,0,0
8/5/2025,Paradise,Upper,180,930,3.26,2.24,2025,0,0
8/5/2025,Paradise,Upper,170,920,3.58,1,2025,0,0
8/5/2025,Paradise,Upper,160,910,3.32,1.75,2025,0,0
8/5/2025,Paradise,Upper,150,900,2.31,0.87,2025,0,1
8/5/2025,Paradise,Upper,140,890,2.42,2.42,2025,0,0
8/5/2025,Paradise,Upper,130,880,2.04,1.1,2025,0,1
8/5/2025,Paradise,Upper,120,870,2.29,0.31,2025,1,0
8/5/2025,Paradise,Upper,110,860,2.72,1.04,2025,1,0
8/5/2025,Paradise,Upper,100,850,2.96,2.37,2025,0,1
8/5/2025,Paradise,Upper,90,840,1.86,0.71,2025,0,1
8/5/2025,Paradise,Upper,80,830,2.9,2.16,2025,0,1
8/5/2025,Paradise,Upper,70,820,2.64,2.35,2025,0,0
8/5/2025,Paradise,Upper,60,810,3.48,1.14,2025,0,0
8/5/2025,Paradise,Upper,50,800,3.27,2.72,2025,0,0
8/5/2025,Paradise,Upper,40,790,2.53,2.12,2025,0,1
8/5/2025,Paradise,Upper,30,780,3.66,2.41,2025,0,1
8/5/2025,Paradise,Upper,20,770,3.76,1.46,2025,0,0
8/5/2025,Paradise,Upper,10,760,3.1,1.38,2025,0,0
8/5/2025,Paradise,Upper,0,750,3.98,1.37,2025,0,0
8/11/2025,Paradise,Upper,500,1250,1.51,1.21,2025,0,0
8/11/2025,Paradise,Upper,490,1240,3.25,1.14,2025,0,0
8/11/2025,Paradise,Upper,480,1230,2.87,0.51,2025,0,0
8/11/2025,Paradise,Upper,470,1220,3.81,1.09,2025,0,0
8/11/2025,Paradise,Upper,460,1210,3.2,0.98,2025,0,0
8/11/2025,Paradise,Upper,450,1200,2.55,1.37,2025,0,0
8/11/2025,Paradise,Upper,440,1190,2.02,2.02,2025,0,0
8/11/2025,Paradise,Upper,430,1180,2.54,2.06,2025,0,0
8/11/2025,Paradise,Upper,420,1170,2.52,0.35,2025,0,0
8/11/2025,Paradise,Upper,410,1160,2.65,0.86,2025,0,0
8/11/2025,Paradise,Upper,400,1150,2.91,1.11,2025,0,0
8/11/2025,Paradise,Upper,390,1140,2.16,0.92,2025,0,0
8/11/2025,Paradise,Upper,380,1130,2.16,1.27,2025,0,0
8/11/2025,Paradise,Upper,370,1120,2.39,0.73,2025,0,0
8/11/2025,Paradise,Upper,360,1110,2.59,1.21,2025,0,0
8/11/2025,Paradise,Upper,350,1100,3.76,2.57,2025,0,0
8/11/2025,Paradise,Upper,340,1090,3.86,0.7,2025,0,0
8/11/2025,Paradise,Upper,330,1080,3.17,1.68,2025,0,0
8/11/2025,Paradise,Upper,320,1070,2.48,1.11,2025,0,0
8/11/2025,Paradise,Upper,310,1060,3.12,1.41,2025,0,0
8/11/2025,Paradise,Upper,300,1050,1.48,0.44,2025,0,0
8/11/2025,Paradise,Upper,290,1040,2.11,0.87,2025,0,0
8/11/2025,Paradise,Upper,280,1030,2.49,0.83,2025,1,0
8/11/2025,Paradise,Upper,270,1020,2.9,0.62,2025,1,0
8/11/2025,Paradise,Upper,260,1010,1.24,0.58,2025,1,0
8/11/2025,Paradise,Upper,250,1000,4.81,1.03,2025,0,1
8/11/2025,Paradise,Upper,240,990,1.57,1.46,2025,0,1
8/11/2025,Paradise,Upper,230,980,3.42,2.53,2025,0,1
8/11/2025,Paradise,Upper,220,970,2.5,1.6,2025,1,1
8/11/2025,Paradise,Upper,210,960,1.33,0.2,2025,0,0
8/11/2025,Paradise,Upper,200,950,2.03,2.03,2025,0,0
8/11/2025,Paradise,Upper,190,940,1.87,1.87,2025,0,0
8/11/2025,Paradise,Upper,180,930,3.26,2.17,2025,0,0
8/11/2025,Paradise,Upper,170,920,3.58,0.4,2025,0,0
8/11/2025,Paradise,Upper,160,910,3.32,1.44,2025,0,0
8/11/2025,Paradise,Upper,150,900,2.31,0.86,2025,0,1
8/11/2025,Paradise,Upper,140,890,2.42,1.84,2025,0,0
8/11/2025,Paradise,Upper,130,880,2.04,1.03,2025,0,1
8/11/2025,Paradise,Upper,120,870,2.29,0.23,2025,1,0
8/11/2025,Paradise,Upper,110,860,2.72,1,2025,1,0
8/11/2025,Paradise,Upper,100,850,2.96,1.13,2025,0,1
8/11/2025,Paradise,Upper,90,840,1.86,0.89,2025,0,1
8/11/2025,Paradise,Upper,80,830,2.9,2.12,2025,0,1
8/11/2025,Paradise,Upper,70,820,2.64,2.36,2025,0,0
8/11/2025,Paradise,Upper,60,810,3.48,0.97,2025,0,0
8/11/2025,Paradise,Upper,50,800,3.27,2.86,2025,0,0
8/11/2025,Paradise,Upper,40,790,2.53,2.07,2025,0,1
8/11/2025,Paradise,Upper,30,780,3.66,2.32,2025,0,1
8/11/2025,Paradise,Upper,20,770,3.76,1.27,2025,0,0
8/11/2025,Paradise,Upper,10,760,3.1,1.25,2025,0,0
8/11/2025,Paradise,Upper,0,750,3.98,1.08,2025,0,0
6/11/2025,Zigzag,Lower,500,500,4.28,4.13,2025,0,0
6/11/2025,Zigzag,Lower,490,490,4.4,4.4,2025,0,0
6/11/2025,Zigzag,Lower,480,480,4.38,4.38,2025,0,0
6/11/2025,Zigzag,Lower,470,470,5.7,5.7,2025,0,0
6/11/2025,Zigzag,Lower,460,460,3.12,3.12,2025,0,0
6/11/2025,Zigzag,Lower,450,450,4.83,4.83,2025,0,0
6/11/2025,Zigzag,Lower,440,440,5.17,5.17,2025,0,0
6/11/2025,Zigzag,Lower,430,430,4.61,4.61,2025,0,0
6/11/2025,Zigzag,Lower,420,420,4.57,4.57,2025,0,0
6/11/2025,Zigzag,Lower,410,410,4.1,4.1,2025,0,0
6/11/2025,Zigzag,Lower,400,400,5.24,5.24,2025,0,0
6/11/2025,Zigzag,Lower,390,390,2.85,2.85,2025,0,0
6/11/2025,Zigzag,Lower,380,380,2.93,2.93,2025,0,0
6/11/2025,Zigzag,Lower,370,370,6.27,6.27,2025,0,0
6/11/2025,Zigzag,Lower,360,360,4.09,4.09,2025,0,0
6/11/2025,Zigzag,Lower,350,350,5.54,5.54,2025,0,0
6/11/2025,Zigzag,Lower,340,340,4.88,4.88,2025,0,0
6/11/2025,Zigzag,Lower,330,330,4.71,4.71,2025,0,0
6/11/2025,Zigzag,Lower,320,320,5.39,5.39,2025,0,0
6/11/2025,Zigzag,Lower,310,310,5.78,5.78,2025,0,0
6/11/2025,Zigzag,Lower,300,300,3.41,3.41,2025,0,1
6/11/2025,Zigzag,Lower,290,290,4.13,4.13,2025,0,1
6/11/2025,Zigzag,Lower,280,280,4.25,4.25,2025,0,1
6/11/2025,Zigzag,Lower,270,270,4.93,4.51,2025,0,0
6/11/2025,Zigzag,Lower,260,260,5.36,5.12,2025,0,0
6/11/2025,Zigzag,Lower,250,250,4.33,4.33,2025,0,0
6/11/2025,Zigzag,Lower,240,240,4.75,4.37,2025,0,0
6/11/2025,Zigzag,Lower,230,230,5.52,5.52,2025,0,0
6/11/2025,Zigzag,Lower,220,220,5.22,5,2025,0,0
6/11/2025,Zigzag,Lower,210,210,4.17,4.17,2025,0,0
6/11/2025,Zigzag,Lower,200,200,4.5,4.5,2025,0,0
6/11/2025,Zigzag,Lower,190,190,5.27,5.27,2025,0,1
6/11/2025,Zigzag,Lower,180,180,6.53,6.53,2025,0,1
6/11/2025,Zigzag,Lower,170,170,5.2,5.2,2025,0,1
6/11/2025,Zigzag,Lower,160,160,6.02,6.02,2025,0,1
6/11/2025,Zigzag,Lower,150,150,4.78,4.78,2025,0,1
6/11/2025,Zigzag,Lower,140,140,4.21,4.21,2025,0,0
6/11/2025,Zigzag,Lower,130,130,5.36,5.36,2025,0,0
6/11/2025,Zigzag,Lower,120,120,5.66,5.66,2025,0,0
6/11/2025,Zigzag,Lower,110,110,4,3.52,2025,0,0
6/11/2025,Zigzag,Lower,100,100,6.42,6.42,2025,0,0
6/11/2025,Zigzag,Lower,90,90,3.58,2.71,2025,0,1
6/11/2025,Zigzag,Lower,80,80,6.51,6.51,2025,0,0
6/11/2025,Zigzag,Lower,70,70,5.84,5.84,2025,0,0
6/11/2025,Zigzag,Lower,60,60,2.7,2.7,2025,0,1
6/11/2025,Zigzag,Lower,50,50,7.55,7.55,2025,0,0
6/11/2025,Zigzag,Lower,40,40,2.01,2.01,2025,0,0
6/11/2025,Zigzag,Lower,30,30,7.6,7.6,2025,0,0
6/11/2025,Zigzag,Lower,20,20,5.23,5.23,2025,0,0
6/11/2025,Zigzag,Lower,10,10,6.85,6.85,2025,0,0
6/11/2025,Zigzag,Lower,0,0,2.1,2.1,2025,0,0
6/19/2025,Zigzag,Lower,500,500,4.28,4.04,2025,0,0
6/19/2025,Zigzag,Lower,490,490,4.4,4.4,2025,0,0
6/19/2025,Zigzag,Lower,480,480,4.38,4.38,2025,0,0
6/19/2025,Zigzag,Lower,470,470,5.7,5.7,2025,0,0
6/19/2025,Zigzag,Lower,460,460,3.12,3.12,2025,0,0
6/19/2025,Zigzag,Lower,450,450,4.83,4.83,2025,0,0
6/19/2025,Zigzag,Lower,440,440,5.17,5.17,2025,0,0
6/19/2025,Zigzag,Lower,430,430,4.61,4.61,2025,0,0
6/19/2025,Zigzag,Lower,420,420,4.57,4.57,2025,0,0
6/19/2025,Zigzag,Lower,410,410,4.1,4.1,2025,0,0
6/19/2025,Zigzag,Lower,400,400,5.24,5.24,2025,0,0
6/19/2025,Zigzag,Lower,390,390,2.85,2.85,2025,0,0
6/19/2025,Zigzag,Lower,380,380,2.93,2.93,2025,0,0
6/19/2025,Zigzag,Lower,370,370,6.27,6.27,2025,0,0
6/19/2025,Zigzag,Lower,360,360,4.09,4.09,2025,0,0
6/19/2025,Zigzag,Lower,350,350,5.54,5.54,2025,0,0
6/19/2025,Zigzag,Lower,340,340,4.88,4.88,2025,0,0
6/19/2025,Zigzag,Lower,330,330,4.71,4.71,2025,0,0
6/19/2025,Zigzag,Lower,320,320,5.39,5.39,2025,0,0
6/19/2025,Zigzag,Lower,310,310,5.78,5.78,2025,0,0
6/19/2025,Zigzag,Lower,300,300,3.41,3.41,2025,0,1
6/19/2025,Zigzag,Lower,290,290,4.13,4.13,2025,0,1
6/19/2025,Zigzag,Lower,280,280,4.25,4.25,2025,0,1
6/19/2025,Zigzag,Lower,270,270,4.93,4.5,2025,0,0
6/19/2025,Zigzag,Lower,260,260,5.36,5.02,2025,0,0
6/19/2025,Zigzag,Lower,250,250,4.33,4.33,2025,0,0
6/19/2025,Zigzag,Lower,240,240,4.75,4.42,2025,0,0
6/19/2025,Zigzag,Lower,230,230,5.52,5.52,2025,0,0
6/19/2025,Zigzag,Lower,220,220,5.22,4.89,2025,0,0
6/19/2025,Zigzag,Lower,210,210,4.17,4.11,2025,0,0
6/19/2025,Zigzag,Lower,200,200,4.5,4.5,2025,0,0
6/19/2025,Zigzag,Lower,190,190,5.27,5.27,2025,0,1
6/19/2025,Zigzag,Lower,180,180,6.53,6.53,2025,0,1
6/19/2025,Zigzag,Lower,170,170,5.2,5.2,2025,0,1
6/19/2025,Zigzag,Lower,160,160,6.02,6.02,2025,0,1
6/19/2025,Zigzag,Lower,150,150,4.78,4.78,2025,0,1
6/19/2025,Zigzag,Lower,140,140,4.21,4.21,2025,0,0
6/19/2025,Zigzag,Lower,130,130,5.36,5.36,2025,0,0
6/19/2025,Zigzag,Lower,120,120,5.66,5.66,2025,0,0
6/19/2025,Zigzag,Lower,110,110,4,3.45,2025,0,0
6/19/2025,Zigzag,Lower,100,100,6.42,6.42,2025,0,0
6/19/2025,Zigzag,Lower,90,90,3.58,2.71,2025,0,1
6/19/2025,Zigzag,Lower,80,80,6.51,6.51,2025,0,0
6/19/2025,Zigzag,Lower,70,70,5.84,5.84,2025,0,0
6/19/2025,Zigzag,Lower,60,60,2.7,2.7,2025,0,1
6/19/2025,Zigzag,Lower,50,50,7.55,7.55,2025,0,0
6/19/2025,Zigzag,Lower,40,40,2.01,2.01,2025,0,0
6/19/2025,Zigzag,Lower,30,30,7.6,7.6,2025,0,0
6/19/2025,Zigzag,Lower,20,20,5.23,5.23,2025,0,0
6/19/2025,Zigzag,Lower,10,10,6.85,6.85,2025,0,0
6/19/2025,Zigzag,Lower,0,0,2.1,2.1,2025,0,0
6/24/2025,Zigzag,Lower,500,500,4.28,3.98,2025,0,0
6/24/2025,Zigzag,Lower,490,490,4.4,4.09,2025,0,0
6/24/2025,Zigzag,Lower,480,480,4.38,4.38,2025,0,0
6/24/2025,Zigzag,Lower,470,470,5.7,5.7,2025,0,0
6/24/2025,Zigzag,Lower,460,460,3.12,3.12,2025,0,0
6/24/2025,Zigzag,Lower,450,450,4.83,4.83,2025,0,0
6/24/2025,Zigzag,Lower,440,440,5.17,5.17,2025,0,0
6/24/2025,Zigzag,Lower,430,430,4.61,4.61,2025,0,0
6/24/2025,Zigzag,Lower,420,420,4.57,4.57,2025,0,0
6/24/2025,Zigzag,Lower,410,410,4.1,4.1,2025,0,0
6/24/2025,Zigzag,Lower,400,400,5.24,5.24,2025,0,0
6/24/2025,Zigzag,Lower,390,390,2.85,2.85,2025,0,0
6/24/2025,Zigzag,Lower,380,380,2.93,2.93,2025,0,0
6/24/2025,Zigzag,Lower,370,370,6.27,6.27,2025,0,0
6/24/2025,Zigzag,Lower,360,360,4.09,4.09,2025,0,0
6/24/2025,Zigzag,Lower,350,350,5.54,5.54,2025,0,0
6/24/2025,Zigzag,Lower,340,340,4.88,4.88,2025,0,0
6/24/2025,Zigzag,Lower,330,330,4.71,4.71,2025,0,0
6/24/2025,Zigzag,Lower,320,320,5.39,5.39,2025,0,0
6/24/2025,Zigzag,Lower,310,310,5.78,5.78,2025,0,0
6/24/2025,Zigzag,Lower,300,300,3.41,3.41,2025,0,1
6/24/2025,Zigzag,Lower,290,290,4.13,4.13,2025,0,1
6/24/2025,Zigzag,Lower,280,280,4.25,4.25,2025,0,1
6/24/2025,Zigzag,Lower,270,270,4.93,4.5,2025,0,0
6/24/2025,Zigzag,Lower,260,260,5.36,4.96,2025,0,0
6/24/2025,Zigzag,Lower,250,250,4.33,4.33,2025,0,0
6/24/2025,Zigzag,Lower,240,240,4.75,4.46,2025,0,0
6/24/2025,Zigzag,Lower,230,230,5.52,5.52,2025,0,0
6/24/2025,Zigzag,Lower,220,220,5.22,4.87,2025,0,0
6/24/2025,Zigzag,Lower,210,210,4.17,4.09,2025,0,0
6/24/2025,Zigzag,Lower,200,200,4.5,4.5,2025,0,0
6/24/2025,Zigzag,Lower,190,190,5.27,5.27,2025,0,1
6/24/2025,Zigzag,Lower,180,180,6.53,6.53,2025,0,1
6/24/2025,Zigzag,Lower,170,170,5.2,5.2,2025,0,1
6/24/2025,Zigzag,Lower,160,160,6.02,6.02,2025,0,1
6/24/2025,Zigzag,Lower,150,150,4.78,4.78,2025,0,1
6/24/2025,Zigzag,Lower,140,140,4.21,4.21,2025,0,0
6/24/2025,Zigzag,Lower,130,130,5.36,5.36,2025,0,0
6/24/2025,Zigzag,Lower,120,120,5.66,5.66,2025,0,0
6/24/2025,Zigzag,Lower,110,110,4,3.5,2025,0,0
6/24/2025,Zigzag,Lower,100,100,6.42,6.42,2025,0,0
6/24/2025,Zigzag,Lower,90,90,3.58,2.71,2025,0,1
6/24/2025,Zigzag,Lower,80,80,6.51,6.51,2025,0,0
6/24/2025,Zigzag,Lower,70,70,5.84,4.98,2025,0,0
6/24/2025,Zigzag,Lower,60,60,2.7,2.7,2025,0,1
6/24/2025,Zigzag,Lower,50,50,7.55,7.55,2025,0,0
6/24/2025,Zigzag,Lower,40,40,2.01,2.01,2025,0,0
6/24/2025,Zigzag,Lower,30,30,7.6,7.2,2025,0,0
6/24/2025,Zigzag,Lower,20,20,5.23,5.23,2025,0,0
6/24/2025,Zigzag,Lower,10,10,6.85,6.85,2025,0,0
6/24/2025,Zigzag,Lower,0,0,2.1,2.1,2025,0,0
7/2/2025,Zigzag,Lower,500,500,4.28,3.16,2025,0,0
7/2/2025,Zigzag,Lower,490,490,4.4,3.53,2025,0,0
7/2/2025,Zigzag,Lower,480,480,4.38,4.38,2025,0,0
7/2/2025,Zigzag,Lower,470,470,5.7,4.36,2025,0,0
7/2/2025,Zigzag,Lower,460,460,3.12,1.74,2025,0,0
7/2/2025,Zigzag,Lower,450,450,4.83,4.83,2025,0,0
7/2/2025,Zigzag,Lower,440,440,5.17,5.17,2025,0,0
7/2/2025,Zigzag,Lower,430,430,4.61,4.61,2025,0,0
7/2/2025,Zigzag,Lower,420,420,4.57,4.07,2025,0,0
7/2/2025,Zigzag,Lower,410,410,4.1,4.1,2025,0,0
7/2/2025,Zigzag,Lower,400,400,5.24,3.91,2025,0,0
7/2/2025,Zigzag,Lower,390,390,2.85,2.8,2025,0,0
7/2/2025,Zigzag,Lower,380,380,2.93,2.65,2025,0,0
7/2/2025,Zigzag,Lower,370,370,6.27,3.98,2025,0,0
7/2/2025,Zigzag,Lower,360,360,4.09,3.3,2025,0,0
7/2/2025,Zigzag,Lower,350,350,5.54,5.24,2025,0,0
7/2/2025,Zigzag,Lower,340,340,4.88,4.37,2025,0,0
7/2/2025,Zigzag,Lower,330,330,4.71,4.71,2025,0,0
7/2/2025,Zigzag,Lower,320,320,5.39,4.76,2025,0,0
7/2/2025,Zigzag,Lower,310,310,5.78,4.22,2025,0,0
7/2/2025,Zigzag,Lower,300,300,3.41,3.41,2025,0,1
7/2/2025,Zigzag,Lower,290,290,4.13,4.13,2025,0,1
7/2/2025,Zigzag,Lower,280,280,4.25,3.59,2025,0,1
7/2/2025,Zigzag,Lower,270,270,4.93,4.4,2025,0,0
7/2/2025,Zigzag,Lower,260,260,5.36,4.83,2025,0,0
7/2/2025,Zigzag,Lower,250,250,4.33,4.06,2025,0,0
7/2/2025,Zigzag,Lower,240,240,4.75,3.11,2025,0,0
7/2/2025,Zigzag,Lower,230,230,5.52,5.24,2025,0,0
7/2/2025,Zigzag,Lower,220,220,5.22,4.2,2025,0,0
7/2/2025,Zigzag,Lower,210,210,4.17,3.83,2025,0,0
7/2/2025,Zigzag,Lower,200,200,4.5,3.84,2025,0,0
7/2/2025,Zigzag,Lower,190,190,5.27,4.66,2025,0,1
7/2/2025,Zigzag,Lower,180,180,6.53,6.53,2025,0,1
7/2/2025,Zigzag,Lower,170,170,5.2,5.2,2025,0,1
7/2/2025,Zigzag,Lower,160,160,6.02,4.87,2025,0,1
7/2/2025,Zigzag,Lower,150,150,4.78,4.53,2025,0,1
7/2/2025,Zigzag,Lower,140,140,4.21,4.21,2025,0,0
7/2/2025,Zigzag,Lower,130,130,5.36,4.62,2025,0,0
7/2/2025,Zigzag,Lower,120,120,5.66,5.66,2025,0,0
7/2/2025,Zigzag,Lower,110,110,4,2.71,2025,0,0
7/2/2025,Zigzag,Lower,100,100,6.42,6.01,2025,0,0
7/2/2025,Zigzag,Lower,90,90,3.58,1.64,2025,0,1
7/2/2025,Zigzag,Lower,80,80,6.51,6.51,2025,0,0
7/2/2025,Zigzag,Lower,70,70,5.84,4.76,2025,0,0
7/2/2025,Zigzag,Lower,60,60,2.7,2.01,2025,0,1
7/2/2025,Zigzag,Lower,50,50,7.55,7.04,2025,0,0
7/2/2025,Zigzag,Lower,40,40,2.01,1.46,2025,0,0
7/2/2025,Zigzag,Lower,30,30,7.6,7.08,2025,0,0
7/2/2025,Zigzag,Lower,20,20,5.23,5.23,2025,0,0
7/2/2025,Zigzag,Lower,10,10,6.85,6.4,2025,0,0
7/2/2025,Zigzag,Lower,0,0,2.1,1.42,2025,0,0
7/10/2025,Zigzag,Lower,500,500,4.28,3.17,2025,0,0
7/10/2025,Zigzag,Lower,490,490,4.4,3.06,2025,0,0
7/10/2025,Zigzag,Lower,480,480,4.38,4.38,2025,0,0
7/10/2025,Zigzag,Lower,470,470,5.7,3.45,2025,0,0
7/10/2025,Zigzag,Lower,460,460,3.12,1.46,2025,0,0
7/10/2025,Zigzag,Lower,450,450,4.83,4.57,2025,0,0
7/10/2025,Zigzag,Lower,440,440,5.17,4.58,2025,0,0
7/10/2025,Zigzag,Lower,430,430,4.61,4.61,2025,0,0
7/10/2025,Zigzag,Lower,420,420,4.57,3.15,2025,0,0
7/10/2025,Zigzag,Lower,410,410,4.1,3.88,2025,0,0
7/10/2025,Zigzag,Lower,400,400,5.24,3.9,2025,0,0
7/10/2025,Zigzag,Lower,390,390,2.85,2.67,2025,0,0
7/10/2025,Zigzag,Lower,380,380,2.93,2.59,2025,0,0
7/10/2025,Zigzag,Lower,370,370,6.27,2.68,2025,0,0
7/10/2025,Zigzag,Lower,360,360,4.09,3.19,2025,0,0
7/10/2025,Zigzag,Lower,350,350,5.54,5.28,2025,0,0
7/10/2025,Zigzag,Lower,340,340,4.88,3.71,2025,0,0
7/10/2025,Zigzag,Lower,330,330,4.71,4.71,2025,0,0
7/10/2025,Zigzag,Lower,320,320,5.39,4.73,2025,0,0
7/10/2025,Zigzag,Lower,310,310,5.78,4.17,2025,0,0
7/10/2025,Zigzag,Lower,300,300,3.41,3.41,2025,0,1
7/10/2025,Zigzag,Lower,290,290,4.13,3.98,2025,0,1
7/10/2025,Zigzag,Lower,280,280,4.25,3.3,2025,0,1
7/10/2025,Zigzag,Lower,270,270,4.93,4.29,2025,0,0
7/10/2025,Zigzag,Lower,260,260,5.36,4.89,2025,0,0
7/10/2025,Zigzag,Lower,250,250,4.33,2.27,2025,0,0
7/10/2025,Zigzag,Lower,240,240,4.75,2.87,2025,0,0
7/10/2025,Zigzag,Lower,230,230,5.52,4.95,2025,0,0
7/10/2025,Zigzag,Lower,220,220,5.22,3.73,2025,0,0
7/10/2025,Zigzag,Lower,210,210,4.17,3.1,2025,0,0
7/10/2025,Zigzag,Lower,200,200,4.5,2.57,2025,0,0
7/10/2025,Zigzag,Lower,190,190,5.27,4.45,2025,0,1
7/10/2025,Zigzag,Lower,180,180,6.53,5.59,2025,0,1
7/10/2025,Zigzag,Lower,170,170,5.2,5.1,2025,0,1
7/10/2025,Zigzag,Lower,160,160,6.02,4.62,2025,0,1
7/10/2025,Zigzag,Lower,150,150,4.78,4.3,2025,0,1
7/10/2025,Zigzag,Lower,140,140,4.21,4.21,2025,0,0
7/10/2025,Zigzag,Lower,130,130,5.36,4.24,2025,0,0
7/10/2025,Zigzag,Lower,120,120,5.66,5.29,2025,0,0
7/10/2025,Zigzag,Lower,110,110,4,2.69,2025,0,0
7/10/2025,Zigzag,Lower,100,100,6.42,5.49,2025,0,0
7/10/2025,Zigzag,Lower,90,90,3.58,1.64,2025,0,1
7/10/2025,Zigzag,Lower,80,80,6.51,5.88,2025,0,0
7/10/2025,Zigzag,Lower,70,70,5.84,4.72,2025,0,0
7/10/2025,Zigzag,Lower,60,60,2.7,1.78,2025,0,1
7/10/2025,Zigzag,Lower,50,50,7.55,7.25,2025,0,0
7/10/2025,Zigzag,Lower,40,40,2.01,1.81,2025,0,0
7/10/2025,Zigzag,Lower,30,30,7.6,5.07,2025,0,0
7/10/2025,Zigzag,Lower,20,20,5.23,5.13,2025,0,0
7/10/2025,Zigzag,Lower,10,10,6.85,6.41,2025,0,0
7/10/2025,Zigzag,Lower,0,0,2.1,0.5,2025,0,0
7/20/2025,Zigzag,Lower,500,500,4.28,3.28,2025,0,0
7/20/2025,Zigzag,Lower,490,490,4.4,3.3,2025,0,0
7/20/2025,Zigzag,Lower,480,480,4.38,4.28,2025,0,0
7/20/2025,Zigzag,Lower,470,470,5.7,4.36,2025,0,0
7/20/2025,Zigzag,Lower,460,460,3.12,1.75,2025,0,0
7/20/2025,Zigzag,Lower,450,450,4.83,4.83,2025,0,0
7/20/2025,Zigzag,Lower,440,440,5.17,4.72,2025,0,0
7/20/2025,Zigzag,Lower,430,430,4.61,4.61,2025,0,0
7/20/2025,Zigzag,Lower,420,420,4.57,4.03,2025,0,0
7/20/2025,Zigzag,Lower,410,410,4.1,4.1,2025,0,0
7/20/2025,Zigzag,Lower,400,400,5.24,4.08,2025,0,0
7/20/2025,Zigzag,Lower,390,390,2.85,2.77,2025,0,0
7/20/2025,Zigzag,Lower,380,380,2.93,2.55,2025,0,0
7/20/2025,Zigzag,Lower,370,370,6.27,3.57,2025,0,0
7/20/2025,Zigzag,Lower,360,360,4.09,3.21,2025,0,0
7/20/2025,Zigzag,Lower,350,350,5.54,5.35,2025,0,0
7/20/2025,Zigzag,Lower,340,340,4.88,3.36,2025,0,0
7/20/2025,Zigzag,Lower,330,330,4.71,4.65,2025,0,0
7/20/2025,Zigzag,Lower,320,320,5.39,4.83,2025,0,0
7/20/2025,Zigzag,Lower,310,310,5.78,4.34,2025,0,0
7/20/2025,Zigzag,Lower,300,300,3.41,3.41,2025,0,1
7/20/2025,Zigzag,Lower,290,290,4.13,4.06,2025,0,1
7/20/2025,Zigzag,Lower,280,280,4.25,3.34,2025,0,1
7/20/2025,Zigzag,Lower,270,270,4.93,4.2,2025,0,0
7/20/2025,Zigzag,Lower,260,260,5.36,4.78,2025,0,0
7/20/2025,Zigzag,Lower,250,250,4.33,2.27,2025,0,0
7/20/2025,Zigzag,Lower,240,240,4.75,2.86,2025,0,0
7/20/2025,Zigzag,Lower,230,230,5.52,5.1,2025,0,0
7/20/2025,Zigzag,Lower,220,220,5.22,3.85,2025,0,0
7/20/2025,Zigzag,Lower,210,210,4.17,3.16,2025,0,0
7/20/2025,Zigzag,Lower,200,200,4.5,2.67,2025,0,0
7/20/2025,Zigzag,Lower,190,190,5.27,4.57,2025,0,1
